Date,Company,Open,High,Low,Close,Volume,Daily_Return
2022-07-07,RELIANCE,2591.16,2649.32,2573.64,2608.23,122643,0.717
2022-07-08,RELIANCE,2676.67,2688.57,2665.23,2682.09,89136,2.624
2022-07-11,RELIANCE,2653.78,2654.51,2650.2,2652.63,193151,-1.055
2022-07-12,RELIANCE,2716.67,2726.4,2713.63,2716.53,130741,2.414
2022-07-13,RELIANCE,2735.62,2753.52,2734.1,2737.08,131986,0.703
2022-07-14,RELIANCE,2872.33,2876.04,2869.19,2873.97,164773,4.942
2022-07-15,RELIANCE,2917.12,2934.7,2879.14,2882.97,212627,1.502
2022-07-18,RELIANCE,2848.24,2862.35,2836.31,2844.96,190167,-1.205
2022-07-19,RELIANCE,2824.23,2868.95,2784.25,2847.29,115380,-0.729
2022-07-20,RELIANCE,2791.07,2837.26,2768.1,2792.05,210938,-1.974
2022-07-21,RELIANCE,2797.54,2821.06,2796.47,2810.9,93721,0.197
2022-07-22,RELIANCE,2749.04,2753.14,2748.86,2750.65,117420,-2.201
2022-07-25,RELIANCE,2679.46,2708.41,2630.02,2679.58,241024,-2.588
2022-07-26,RELIANCE,2685.12,2724.99,2684.13,2706.9,149765,0.207
2022-07-27,RELIANCE,2731.5,2768.1,2727.44,2739.62,56463,0.909
2022-07-28,RELIANCE,2741.75,2742.41,2736.32,2737.57,110529,0.078
2022-07-29,RELIANCE,2731.03,2770.19,2691.01,2757.25,204283,-0.239
2022-08-01,RELIANCE,2815.98,2844.16,2747.55,2794.03,74581,2.13
2022-08-02,RELIANCE,2904.38,2938.58,2898.46,2905.76,251017,3.949
2022-08-03,RELIANCE,2913.59,2918.95,2898.62,2909.32,181712,0.269
2022-08-04,RELIANCE,2893.65,2920.73,2856.86,2858.59,85024,-0.539
2022-08-05,RELIANCE,2865.66,2869.4,2851.32,2855.63,117773,0.247
2022-08-08,RELIANCE,2796.9,2831.86,2785.14,2830.11,126317,-2.057
2022-08-09,RELIANCE,2770.33,2787.4,2753.9,2754.34,79978,-2.112
2022-08-10,RELIANCE,2738.66,2747.6,2704.4,2722.6,200577,-0.569
2022-08-11,RELIANCE,2736.34,2756.81,2708.84,2726.25,174630,0.505
2022-08-12,RELIANCE,2699.95,2734.52,2652.57,2697.81,197667,-0.965
2022-08-15,RELIANCE,2679.36,2692.02,2674.9,2691.77,91832,-0.684
2022-08-16,RELIANCE,2640.57,2685.5,2638.25,2671.27,178062,-1.902
2022-08-17,RELIANCE,2639.33,2650.36,2605.32,2617.59,147776,-1.196
2022-08-18,RELIANCE,2624.17,2627.34,2589.74,2620.39,83707,0.252
2022-08-19,RELIANCE,2613.9,2631.66,2566.57,2573.51,68375,-0.247
2022-08-22,RELIANCE,2573.72,2580.31,2548.43,2567.57,98005,0.008
2022-08-23,RELIANCE,2474.32,2505.99,2458.86,2466.7,97019,-3.632
2022-08-24,RELIANCE,2469.22,2504.64,2454.87,2474.25,141025,0.102
2022-08-25,RELIANCE,2486.89,2497.64,2473.44,2483.04,57655,0.511
2022-08-26,RELIANCE,2490.88,2492.12,2463.0,2470.86,169314,0.316
2022-08-29,RELIANCE,2443.65,2446.63,2381.09,2403.0,202704,-1.101
2022-08-30,RELIANCE,2399.58,2430.01,2367.69,2393.42,183706,-0.142
2022-08-31,RELIANCE,2364.6,2407.46,2347.86,2395.5,79078,-1.204
2022-09-01,RELIANCE,2369.75,2411.53,2342.64,2348.95,132485,-1.075
2022-09-02,RELIANCE,2360.34,2406.27,2344.02,2391.27,123678,0.485
2022-09-05,RELIANCE,2453.98,2454.95,2453.7,2454.83,160876,2.622
2022-09-06,RELIANCE,2442.15,2445.13,2434.57,2440.78,165001,-0.517
2022-09-07,RELIANCE,2447.65,2454.3,2416.4,2451.09,97480,0.281
2022-09-08,RELIANCE,2469.85,2484.35,2465.08,2473.21,202177,0.765
2022-09-09,RELIANCE,2466.83,2500.29,2399.92,2464.61,143216,-0.258
2022-09-12,RELIANCE,2396.58,2408.59,2371.6,2398.41,183839,-2.76
2022-09-13,RELIANCE,2460.91,2496.52,2456.07,2468.96,206514,2.606
2022-09-14,RELIANCE,2483.38,2505.48,2481.34,2504.01,126317,0.584
2022-09-15,RELIANCE,2558.62,2559.24,2544.41,2553.02,162848,2.181
2022-09-16,RELIANCE,2468.42,2511.83,2446.88,2454.06,111745,-3.314
2022-09-19,RELIANCE,2494.24,2513.85,2482.96,2505.06,215949,1.637
2022-09-20,RELIANCE,2584.0,2609.79,2558.56,2606.96,111304,3.151
2022-09-21,RELIANCE,2597.11,2600.98,2579.98,2597.58,95315,-0.378
2022-09-22,RELIANCE,2592.22,2605.21,2580.07,2595.9,118661,-0.206
2022-09-23,RELIANCE,2623.58,2660.85,2608.61,2644.97,180221,1.066
2022-09-26,RELIANCE,2641.68,2666.66,2605.28,2607.42,154879,-0.124
2022-09-27,RELIANCE,2644.37,2666.58,2640.01,2663.33,106912,1.417
2022-09-28,RELIANCE,2693.61,2722.8,2670.7,2691.98,93263,1.137
2022-09-29,RELIANCE,2698.96,2700.19,2681.93,2699.5,195930,0.259
2022-09-30,RELIANCE,2672.91,2678.89,2672.47,2675.55,57558,-0.985
2022-10-03,RELIANCE,2740.48,2744.63,2716.84,2735.24,151257,2.427
2022-10-04,RELIANCE,2646.92,2659.17,2640.57,2652.82,205347,-3.229
2022-10-05,RELIANCE,2670.35,2683.77,2647.46,2672.16,145210,0.661
2022-10-06,RELIANCE,2623.88,2639.48,2596.59,2596.81,62242,-1.807
2022-10-07,RELIANCE,2593.19,2624.47,2572.0,2580.44,202647,-0.14
2022-10-10,RELIANCE,2662.61,2671.75,2641.79,2644.31,165358,3.185
2022-10-11,RELIANCE,2613.11,2613.75,2610.75,2611.53,216958,-1.18
2022-10-12,RELIANCE,2592.42,2609.8,2591.22,2606.83,55199,-0.732
2022-10-13,RELIANCE,2590.93,2606.68,2586.1,2588.21,206445,-0.61
2022-10-14,RELIANCE,2616.35,2632.69,2596.68,2613.73,78667,1.087
2022-10-17,RELIANCE,2666.11,2719.97,2646.38,2690.12,92528,2.004
2022-10-18,RELIANCE,2684.42,2739.05,2664.76,2697.89,77641,-0.212
2022-10-19,RELIANCE,2757.52,2776.22,2756.19,2758.24,180426,2.21
2022-10-20,RELIANCE,2783.89,2797.87,2755.46,2758.95,140775,0.93
2022-10-21,RELIANCE,2799.42,2812.98,2789.49,2809.88,169573,1.467
2022-10-24,RELIANCE,2835.5,2842.4,2825.75,2830.94,68587,0.912
2022-10-25,RELIANCE,2920.07,2927.12,2909.79,2913.49,100494,3.148
2022-10-26,RELIANCE,2938.41,2958.68,2904.23,2933.81,77685,0.856
2022-10-27,RELIANCE,3085.73,3094.05,3078.63,3090.6,201823,5.178
2022-10-28,RELIANCE,3120.58,3139.54,3091.11,3092.68,104058,0.97
2022-10-31,RELIANCE,3114.22,3165.24,3067.48,3091.68,62801,0.696
2022-11-01,RELIANCE,3090.74,3134.96,3086.78,3099.74,104932,-0.03
2022-11-02,RELIANCE,3059.07,3068.14,3057.82,3059.36,150800,-1.312
2022-11-03,RELIANCE,3135.24,3158.51,3105.78,3113.47,111697,2.48
2022-11-04,RELIANCE,3167.71,3243.8,3166.99,3220.95,146118,1.742
2022-11-07,RELIANCE,3226.58,3251.77,3211.38,3224.39,102626,0.175
2022-11-08,RELIANCE,3295.34,3325.63,3277.13,3279.13,137579,2.2
2022-11-09,RELIANCE,3294.57,3323.58,3245.95,3269.15,147461,0.471
2022-11-10,RELIANCE,3370.41,3383.66,3347.44,3376.48,255007,3.097
2022-11-11,RELIANCE,3355.52,3436.5,3333.66,3395.1,140132,-0.621
2022-11-14,RELIANCE,3531.01,3604.29,3506.68,3558.06,203158,4.003
2022-11-15,RELIANCE,3679.79,3696.73,3616.05,3654.72,178752,3.421
2022-11-16,RELIANCE,3735.13,3773.66,3715.36,3761.4,146799,2.2
2022-11-17,RELIANCE,3801.34,3877.27,3769.28,3812.83,73350,1.062
2022-11-18,RELIANCE,3813.7,3855.31,3809.48,3842.81,182444,0.023
2022-11-21,RELIANCE,3874.21,3914.16,3840.36,3877.62,177643,0.817
2022-11-22,RELIANCE,3939.13,3947.97,3897.88,3919.85,94526,1.586
2022-11-23,RELIANCE,4006.38,4007.92,3999.46,4001.8,82739,2.207
2022-11-24,RELIANCE,4074.53,4110.72,4018.99,4054.2,208579,1.817
2022-11-25,RELIANCE,4016.53,4041.54,3997.4,4023.96,210530,-0.929
2022-11-28,RELIANCE,4137.71,4151.1,4125.65,4138.18,187344,2.827
2022-11-29,RELIANCE,4273.5,4343.83,4196.08,4210.16,201069,3.27
2022-11-30,RELIANCE,4286.76,4302.8,4283.03,4288.14,230280,1.819
2022-12-01,RELIANCE,4250.17,4264.9,4248.18,4252.12,103126,-0.885
2022-12-02,RELIANCE,4294.82,4377.22,4266.57,4316.23,139332,1.004
2022-12-05,RELIANCE,4296.0,4349.0,4268.13,4325.29,127333,-0.469
2022-12-06,RELIANCE,4207.04,4266.12,4139.49,4184.66,83487,-2.734
2022-12-07,RELIANCE,4288.4,4292.24,4272.85,4289.69,226732,2.479
2022-12-08,RELIANCE,4403.26,4426.0,4401.31,4425.67,178525,2.647
2022-12-09,RELIANCE,4441.09,4462.3,4413.38,4417.71,196900,0.348
2022-12-12,RELIANCE,4372.5,4447.52,4338.75,4381.97,200970,-1.023
2022-12-13,RELIANCE,4248.8,4270.19,4158.66,4218.03,116127,-3.039
2022-12-14,RELIANCE,4244.85,4284.69,4217.5,4262.75,64055,0.636
2022-12-15,RELIANCE,4316.03,4350.99,4296.25,4348.99,110609,1.25
2022-12-16,RELIANCE,4299.51,4300.84,4213.37,4267.41,96326,-1.138
2022-12-19,RELIANCE,4301.42,4323.23,4292.89,4320.76,163437,0.797
2022-12-20,RELIANCE,4300.48,4327.95,4251.33,4281.51,167684,-0.469
2022-12-21,RELIANCE,4198.87,4217.35,4131.13,4205.83,192406,-1.93
2022-12-22,RELIANCE,4286.25,4300.59,4277.41,4284.1,195409,1.912
2022-12-23,RELIANCE,4363.48,4369.54,4347.59,4366.67,63664,1.853
2022-12-26,RELIANCE,4434.6,4439.94,4388.98,4389.28,62084,1.556
2022-12-27,RELIANCE,4508.94,4580.47,4417.88,4507.06,241797,2.726
2022-12-28,RELIANCE,4605.89,4665.45,4578.21,4584.59,92100,2.193
2022-12-29,RELIANCE,4380.66,4410.58,4378.07,4393.65,117533,-4.448
2022-12-30,RELIANCE,4494.8,4498.83,4441.7,4455.76,119108,2.302
2023-01-02,RELIANCE,4581.35,4607.18,4554.1,4604.82,95621,2.819
2023-01-03,RELIANCE,4685.72,4721.28,4672.54,4684.41,223353,1.757
2023-01-04,RELIANCE,4572.7,4594.75,4508.8,4523.1,70779,-2.385
2023-01-05,RELIANCE,4516.74,4609.3,4504.18,4601.9,197272,-0.14
2023-01-06,RELIANCE,4428.21,4445.79,4361.15,4384.22,187831,-3.774
2023-01-09,RELIANCE,4454.2,4478.7,4411.07,4423.34,142155,1.596
2023-01-10,RELIANCE,4374.13,4413.3,4349.34,4408.04,188790,-1.112
2023-01-11,RELIANCE,4456.82,4519.1,4453.47,4489.58,134424,1.107
2023-01-12,RELIANCE,4401.88,4404.89,4289.81,4381.16,157701,-1.954
2023-01-13,RELIANCE,4419.54,4440.0,4371.75,4433.58,184353,0.876
2023-01-16,RELIANCE,4292.3,4308.4,4246.38,4299.17,113457,-3.186
2023-01-17,RELIANCE,4222.82,4247.6,4194.07,4202.08,209088,-1.776
2023-01-18,RELIANCE,4248.25,4279.47,4233.21,4237.63,141210,1.099
2023-01-19,RELIANCE,4278.19,4323.69,4246.53,4262.44,155215,0.957
2023-01-20,RELIANCE,4217.05,4274.81,4213.32,4274.06,179715,-1.065
2023-01-23,RELIANCE,4496.71,4571.91,4455.21,4506.88,124580,5.209
2023-01-24,RELIANCE,4603.11,4627.04,4527.2,4617.6,126513,2.135
2023-01-25,RELIANCE,4716.49,4754.67,4654.7,4714.26,80687,2.141
2023-01-26,RELIANCE,4612.83,4645.64,4585.77,4616.85,73828,-2.152
2023-01-27,RELIANCE,4600.92,4609.94,4573.22,4583.18,128065,-0.345
2023-01-30,RELIANCE,4402.72,4419.19,4348.67,4418.77,244659,-3.937
2023-01-31,RELIANCE,4314.08,4386.24,4296.0,4337.98,182500,-2.369
2023-02-01,RELIANCE,4268.58,4275.47,4263.86,4272.62,91618,-1.6
2023-02-02,RELIANCE,4307.06,4346.46,4303.55,4322.88,128178,0.806
2023-02-03,RELIANCE,4438.65,4492.56,4414.95,4426.78,87163,2.678
2023-02-06,RELIANCE,4304.41,4307.64,4251.59,4286.55,135649,-2.764
2023-02-07,RELIANCE,4325.14,4339.66,4318.42,4321.8,183576,0.9
2023-02-08,RELIANCE,4537.09,4550.28,4518.59,4529.42,128218,4.981
2023-02-09,RELIANCE,4539.58,4571.72,4501.08,4532.67,87965,0.224
2023-02-10,RELIANCE,4389.8,4405.84,4328.25,4372.21,147209,-3.152
2023-02-13,RELIANCE,4154.47,4155.64,4063.41,4125.6,142360,-4.98
2023-02-14,RELIANCE,4183.83,4195.01,4170.37,4189.84,103227,1.411
2023-02-15,RELIANCE,4177.27,4208.84,4154.86,4173.54,158836,-0.3
2023-02-16,RELIANCE,4100.63,4129.84,4095.7,4115.34,134278,-1.747
2023-02-17,RELIANCE,4192.49,4259.48,4170.85,4255.29,87195,1.875
2023-02-20,RELIANCE,4336.72,4352.84,4293.69,4297.72,80234,1.914
2023-02-21,RELIANCE,4343.51,4345.86,4265.22,4306.04,116297,1.066
2023-02-22,RELIANCE,4252.51,4254.59,4242.7,4247.04,101099,-1.243
2023-02-23,RELIANCE,4136.09,4147.6,4132.81,4143.96,214239,-2.612
2023-02-24,RELIANCE,4023.35,4047.43,3953.31,3969.37,100884,-2.911
2023-02-27,RELIANCE,3995.37,4020.45,3994.74,4020.37,78113,0.655
2023-02-28,RELIANCE,3963.78,3992.83,3935.97,3945.85,169655,-1.407
2023-03-01,RELIANCE,3746.27,3781.28,3695.07,3726.77,115516,-5.058
2023-03-02,RELIANCE,3711.88,3760.77,3709.1,3729.1,124016,-0.4
2023-03-03,RELIANCE,3728.74,3735.24,3714.14,3719.62,74094,-0.01
2023-03-06,RELIANCE,3720.35,3724.4,3678.73,3688.56,109567,0.02
2023-03-07,RELIANCE,3617.07,3618.19,3546.17,3606.98,94670,-1.938
2023-03-08,RELIANCE,3757.43,3802.26,3755.92,3770.96,100930,4.171
2023-03-09,RELIANCE,3806.25,3852.15,3794.56,3849.63,183018,0.936
2023-03-10,RELIANCE,3930.56,3975.46,3886.5,3925.43,226608,2.102
2023-03-13,RELIANCE,3952.92,3959.51,3920.94,3952.77,190181,0.7
2023-03-14,RELIANCE,3898.58,3927.51,3886.91,3912.76,64926,-1.371
2023-03-15,RELIANCE,3993.82,3999.03,3969.68,3970.8,137050,2.072
2023-03-16,RELIANCE,3966.76,4010.12,3943.94,3950.91,134945,-0.102
2023-03-17,RELIANCE,3760.57,3767.55,3751.7,3767.09,259942,-4.818
2023-03-20,RELIANCE,3767.6,3784.6,3751.17,3754.46,155005,0.014
2023-03-21,RELIANCE,3696.42,3701.77,3661.36,3692.98,205397,-1.546
2023-03-22,RELIANCE,3697.4,3705.21,3693.06,3704.72,137835,0.12
2023-03-23,RELIANCE,3683.71,3709.02,3681.02,3684.21,167184,-0.567
2023-03-24,RELIANCE,3607.43,3608.91,3577.51,3596.87,175770,-2.084
2023-03-27,RELIANCE,3572.41,3602.39,3535.09,3564.66,165999,-0.68
2023-03-28,RELIANCE,3426.26,3443.78,3400.2,3440.66,176270,-3.883
2023-03-29,RELIANCE,3456.86,3462.55,3410.52,3452.97,132218,0.471
2023-03-30,RELIANCE,3517.75,3528.39,3459.38,3503.27,208528,1.876
2023-03-31,RELIANCE,3414.39,3422.39,3409.37,3419.17,117273,-2.537
2023-04-03,RELIANCE,3395.96,3454.71,3385.77,3393.21,180736,-0.679
2023-04-04,RELIANCE,3313.73,3315.05,3281.47,3306.93,144295,-2.342
2023-04-05,RELIANCE,3191.34,3251.95,3188.84,3224.5,107590,-3.495
2023-04-06,RELIANCE,3247.31,3276.54,3227.1,3249.92,112584,0.707
2023-04-07,RELIANCE,3282.62,3289.48,3254.7,3282.53,129934,1.006
2023-04-10,RELIANCE,3393.8,3407.19,3353.21,3372.4,223924,3.39
2023-04-11,RELIANCE,3404.07,3444.81,3401.24,3437.84,84048,0.939
2023-04-12,RELIANCE,3492.76,3531.96,3470.61,3499.46,153804,1.598
2023-04-13,RELIANCE,3534.48,3563.36,3460.46,3534.76,179501,1.001
2023-04-14,RELIANCE,3504.14,3516.68,3490.34,3500.55,84502,-0.866
2023-04-17,RELIANCE,3473.47,3474.48,3436.12,3463.87,106516,-0.774
